name_index,sexe_index,count,idmax,max,x,y,name,sexe,entropy,life
NEYLA,2,2724,2016,432,22.249,52.9644,NEYLA (F),0,2.46782,0.092437
NICAISE,2,1221,1961,56,24.2262,-41.2446,NICAISE (F),0,4.12255,0.571429
NICOLA,1,1032,2004,38,-19.4128,-1.50099,NICOLA (M),1,3.97414,0.504202
NICOLAS,1,403979,1980,21804,-20.7749,-38.5929,NICOLAS (M),1,3.9542,0.344538
NICOLE,2,293392,1947,15837,47.0728,-28.7257,NICOLE (F),0,3.66841,0.310924
NICOLLE,2,10778,1938,678,50.0814,-26.5878,NICOLLE (F),0,3.40715,0.235294
NIELS,1,2742,2012,182,-32.6452,25.6943,NIELS (M),1,3.51919,0.285714
NIKITA,2,1001,1994,74,-41.221,-10.666,NIKITA (F),0,3.3882,0.252101
NIKOLA,1,1378,2002,64,-24.9885,2.26589,NIKOLA (M),1,3.77989,0.394958
NILS,1,6486,2010,341,-23.3834,19.925,NILS (M),1,3.63521,0.327731
NINA,2,37515,2012,1950,-13.974,21.7278,NINA (F),0,3.643,0.285714
NINO,1,13405,2017,1220,3.53106,45.5824,NINO (M),1,3.05347,0.142857
NINON,2,12188,2007,809,-25.5094,34.1081,NINON (F),0,3.3816,0.226891
NISA,2,1386,2010,134,-13.1811,49.2589,NISA (F),0,2.71835,0.12605
NISRINE,2,1969,2006,120,-33.3922,15.799,NISRINE (F),0,3.49524,0.310924
NIZAR,1,1821,2016,82,-0.209648,9.98274,NIZAR (M),1,3.72913,0.369748
NOA,1,27950,2008,2811,-30.0171,43.3589,NOA (M),1,2.73356,0.134454
NOA,2,5217,2003,442,-38.3677,30.8574,NOA (F),0,2.98624,0.184874
NOAH,1,50286,2008,4030,-22.1573,41.4349,NOAH (M),1,2.82776,0.142857
NOAM,1,14405,2011,1138,-8.15556,43.7614,NOAM (M),1,3.01854,0.151261
NOAN,1,2157,2006,215,-29.7623,44.77,NOAN (M),1,2.82545,0.142857
NOE,1,37209,2010,2599,-14.1371,41.1841,NOE (M),1,3.30458,0.176471
NOEL,1,51628,1948,1269,44.8554,-7.36936,NOEL (M),1,4.45454,0.739496
NOELA,2,1736,1914,54,51.9528,-0.851698,NOELA (F),0,4.21344,0.546218
NOELE,2,2531,1947,85,52.7279,-15.0411,NOELE (F),0,4.11396,0.521008
NOELIA,2,1619,2015,133,-2.11689,45.3251,NOELIA (F),0,3.14608,0.159664
NOELIE,2,13394,2012,421,30.5049,13.5561,NOELIE (F),0,4.21298,0.621849
NOELINE,2,4562,2012,287,-8.90892,40.4984,NOELINE (F),0,3.99098,0.352941
NOELLA,2,7075,1990,136,42.9661,-6.79516,NOELLA (F),0,4.64141,0.966387
NOELLE,2,28196,1948,1093,41.4304,-29.2185,NOELLE (F),0,4.22253,0.588235
NOELLIE,2,1803,2008,60,-21.5172,-11.1211,NOELLIE (F),0,4.39266,0.714286
NOELYNE,2,1010,2008,101,-9.47892,50.9054,NOELYNE (F),0,2.71983,0.12605
NOEMI,2,1514,2002,49,23.9741,11.0255,NOEMI (F),0,4.17953,0.588235
NOEMIE,2,71739,1996,2473,-22.108,-5.37184,NOEMIE (F),0,3.97339,0.420168
NOEMY,2,1377,2008,87,-25.3208,26.1057,NOEMY (F),0,3.2463,0.218487
NOHA,1,2410,2008,251,-29.9564,43.5288,NOHA (M),1,2.76827,0.134454
NOHAM,1,8691,2012,918,0.737953,52.3893,NOHAM (M),1,2.75178,0.117647
NOHAN,1,2509,2011,222,-11.3887,49.3558,NOHAN (M),1,2.77642,0.134454
NOHLAN,1,1511,2013,181,-1.51913,54.8221,NOHLAN (M),1,2.59286,0.117647
NOLA,2,1368,2011,162,2.19173,53.41,NOLA (F),0,2.7263,0.109244
NOLAN,1,42367,2013,4280,-2.75759,52.4517,NOLAN (M),1,2.8289,0.134454
NOLANN,1,6603,2010,609,-27.2711,45.5375,NOLANN (M),1,2.8014,0.134454
NOLHAN,1,6372,2013,678,-4.23792,54.2249,NOLHAN (M),1,2.66492,0.117647
NOLWEN,2,1706,2002,105,-39.3603,-4.45166,NOLWEN (F),0,3.70949,0.369748
NOLWENN,2,13296,2002,854,-39.2568,-4.72421,NOLWENN (F),0,3.67272,0.378151
NOOR,2,1277,2017,141,16.0844,43.8406,NOOR (F),0,2.99156,0.168067
NORA,2,19600,2017,525,-2.05969,-13.8828,NORA (F),0,4.08893,0.504202
NORAH,2,4437,2017,330,-8.87007,45.3258,NORAH (F),0,3.05284,0.12605
NORBERT,1,26733,1949,645,44.849,-8.32397,NORBERT (M),1,4.38656,0.697479
NORDINE,1,8647,1973,295,2.47489,-38.0816,NORDINE (M),1,3.95,0.462185
NORIA,2,1412,1967,59,14.0184,-42.6963,NORIA (F),0,4.01827,0.529412
NORMAN,1,1691,1988,88,-32.188,-26.9871,NORMAN (M),1,3.6872,0.285714
NOUR,1,1129,2006,64,-10.6465,27.6333,NOUR (M),1,3.66816,0.344538
NOUR,2,9597,2017,1068,14.9083,43.9372,NOUR (F),0,3.01859,0.159664
NOURA,2,3446,1981,118,1.48547,-36.1961,NOURA (F),0,3.93352,0.487395
NOURDINE,1,1868,1980,74,-1.05621,-39.8392,NOURDINE (M),1,4.00005,0.512605
NOUREDDINE,1,1102,1980,52,-19.1074,-37.5749,NOUREDDINE (M),1,3.89407,0.470588
NOURIA,2,1093,1972,36,3.75218,-33.6554,NOURIA (F),0,4.04063,0.529412
NUMA,1,1253,2005,34,28.2988,10.5359,NUMA (M),1,4.27047,0.663866
NUNO,1,1240,1975,67,-1.91072,-49.9414,NUNO (M),1,3.62997,0.327731
OCEANE,2,84977,2000,6285,-40.4298,2.5081,OCEANE (F),0,3.21553,0.235294
OCEANNE,2,1897,1997,117,-37.2783,4.81732,OCEANNE (F),0,3.27364,0.243697
OCTAVE,1,11182,1902,321,37.843,12.2803,OCTAVE (M),1,4.13949,0.512605
OCTAVIE,2,4775,1902,219,45.4784,20.0684,OCTAVIE (F),0,3.86461,0.260504
ODETTE,2,192598,1925,7888,54.4707,-6.91285,ODETTE (F),0,3.8972,0.428571
ODILE,2,93102,1950,2753,41.8693,-24.7468,ODILE (F),0,4.23391,0.630252
ODILLE,2,1202,1935,58,48.2996,-14.1385,ODILLE (F),0,3.90244,0.453782
OLGA,2,24363,1902,702,49.2769,8.5649,OLGA (F),0,4.16342,0.428571
OLIVE,2,1792,1913,67,54.6716,12.1483,OLIVE (F),0,3.98102,0.462185
OLIVER,1,1562,2016,108,9.58602,33.1185,OLIVER (M),1,3.75642,0.352941
OLIVIA,2,37703,2015,1317,1.00672,7.6952,OLIVIA (F),0,4.07346,0.445378
OLIVIER,1,279822,1971,15530,9.14796,-49.1717,OLIVIER (M),1,3.86889,0.310924
OLLIVIER,1,1329,1970,53,11.2319,-46.7241,OLLIVIER (M),1,4.2655,0.680672
OLYMPE,2,4601,2017,212,27.7889,15.9259,OLYMPE (F),0,4.30692,0.605042
OMAR,1,10040,2017,334,1.47507,7.91183,OMAR (M),1,4.06387,0.487395
OMBELINE,2,3333,1997,129,-17.7854,4.36254,OMBELINE (F),0,3.63904,0.352941
OMER,1,6070,2017,129,37.3995,7.14237,OMER (M),1,4.52521,0.915966
ONDINE,2,1029,2006,48,-23.0865,0.358523,ONDINE (F),0,3.7479,0.378151
OPHELIA,2,1918,1992,154,-42.3993,-11.3165,OPHELIA (F),0,3.54672,0.294118
OPHELIE,2,35804,1996,3883,-43.6654,-12.4767,OPHELIE (F),0,3.36871,0.218487
ORANE,2,2943,2005,173,-37.7482,2.33984,ORANE (F),0,3.54075,0.319328
ORIANA,2,1276,2008,61,-15.1394,13.4668,ORIANA (F),0,3.51989,0.310924
ORIANE,2,9771,2001,456,-30.737,-4.23086,ORIANE (F),0,3.64136,0.327731
ORIANNE,2,2679,1989,132,-29.6373,-23.2085,ORIANNE (F),0,3.71197,0.369748
ORLANDO,1,1340,1972,60,0.48334,-48.8653,ORLANDO (M),1,4.33645,0.680672
ORLANE,2,9498,2004,536,-37.917,5.55224,ORLANE (F),0,3.59368,0.319328
ORNELLA,2,7526,1990,319,-25.1438,-7.88431,ORNELLA (F),0,3.65832,0.302521
OSCAR,1,20623,2017,980,21.1251,19.0079,OSCAR (M),1,4.06593,0.453782
OSMAN,1,1480,2013,58,-12.738,-2.02071,OSMAN (M),1,3.84292,0.378151
OTHMAN,1,1674,2015,77,-8.45738,10.019,OTHMAN (M),1,3.61935,0.336134
OTHMANE,1,1284,2013,71,-13.5958,20.2202,OTHMANE (M),1,3.50018,0.310924
OTHON,1,1252,1914,74,51.1588,17.618,OTHON (M),1,3.47927,0.310924
OUALID,1,1826,1985,83,-24.6614,-30.883,OUALID (M),1,3.618,0.336134
OUARDA,2,1389,1984,65,-11.1679,-44.3779,OUARDA (F),0,3.82609,0.394958
OUMAR,1,2402,2014,134,-0.0753539,21.2368,OUMAR (M),1,3.6476,0.336134
OUMOU,2,1983,2017,109,-2.0182,21.7383,OUMOU (F),0,3.61959,0.327731
OUSMANE,1,2576,2016,143,-0.596465,21.7663,OUSMANE (M),1,3.62428,0.336134
OUSSAMA,1,2649,1999,191,-44.1095,-3.56634,OUSSAMA (M),1,3.46908,0.285714
OWEN,1,8654,2017,794,4.42471,43.5357,OWEN (M),1,2.96637,0.168067
OZLEM,2,1035,1985,50,-28.1155,-25.8077,OZLEM (F),0,3.61049,0.336134
PABLO,1,11708,2017,639,-9.00274,26.5952,PABLO (M),1,3.63568,0.260504
PACO,1,3090,2006,171,-23.0994,21.0142,PACO (M),1,3.47633,0.252101
PACOME,1,2632,2005,177,-25.3761,34.4017,PACOME (M),1,3.41346,0.226891
PALMYRE,2,2113,1906,93,46.5984,18.4531,PALMYRE (F),0,3.81833,0.310924
PALOMA,2,6088,2007,410,-27.5641,28.6996,PALOMA (F),0,3.34937,0.226891
PAMELA,2,8662,1982,1775,-41.7574,-34.0165,PAMELA (F),0,3.16569,0.10084
PAOLA,2,8304,1973,256,-1.23327,-13.8448,PAOLA (F),0,4.0558,0.495798
PAOLO,1,6957,2009,352,2.26836,14.3948,PAOLO (M),1,3.89536,0.420168
PAQUERETTE,2,1882,1933,51,53.0107,-5.39979,PAQUERETTE (F),0,4.14564,0.554622
PASCAL,1,307801,1962,21256,22.0048,-47.0189,PASCAL (M),1,3.5421,0.226891
PASCALE,2,102602,1961,8445,24.5424,-46.5887,PASCALE (F),0,3.30432,0.210084
PASCALINE,2,11882,1979,348,3.70223,-41.1132,PASCALINE (F),0,4.46144,0.781513
PATRICE,1,138091,1961,5745,26.4191,-39.0095,PATRICE (M),1,3.79003,0.344538
PATRICIA,2,207356,1961,11829,25.7585,-43.812,PATRICIA (F),0,3.48857,0.260504
PATRICK,1,395007,1956,21352,31.5705,-40.8991,PATRICK (M),1,3.53923,0.268908
PAUL,1,413242,1920,8774,39.0391,4.64335,PAUL (M),1,4.46919,0.789916
PAUL-ANTOINE,1,1076,1998,47,-28.8985,-5.4673,PAUL-ANTOINE (M),1,3.6968,0.336134
PAULA,2,6075,1972,261,7.69079,-24.774,PAULA (F),0,4.48601,0.789916
PAULE,2,46263,1921,1421,56.4485,-1.15906,PAULE (F),0,4.09714,0.512605
PAULETTE,2,213390,1921,8128,54.6882,-7.35664,PAULETTE (F),0,3.8526,0.403361
PAULIN,1,4772,2003,117,29.6378,11.8809,PAULIN (M),1,4.40612,0.680672
PAULINE,2,156073,1991,6091,-24.8092,-13.0301,PAULINE (F),0,4.11149,0.529412
PAULO,1,3904,1973,390,0.822942,-56.5869,PAULO (M),1,3.2766,0.142857
PEDRO,1,5085,1974,205,5.19121,-49.2811,PEDRO (M),1,4.33804,0.638655
PEGGY,2,17498,1973,2376,-7.36046,-55.8594,PEGGY (F),0,2.61358,0.092437
PELAGIE,2,1118,1903,38,42.7497,18.083,PELAGIE (F),0,4.26694,0.571429
PENELOPE,2,4564,2010,235,-13.9555,18.0148,PENELOPE (F),0,3.66169,0.369748
PERLE,2,2136,2007,98,-6.45107,-0.173178,PERLE (F),0,3.69524,0.344538
PERRINE,2,22759,1986,846,-25.7264,-22.1058,PERRINE (F),0,4.00271,0.344538
PETER,1,5163,1985,182,-17.6699,-31.3497,PETER (M),1,4.18672,0.563025
PETRONILLE,2,1286,1902,48,42.7559,19.6433,PETRONILLE (F),0,4.09087,0.512605
PHARELL,1,1041,2017,147,18.5972,52.3648,PHARELL (M),1,2.52003,0.117647
PHILEMON,1,1228,2008,54,22.5773,13.6459,PHILEMON (M),1,4.15577,0.537815
PHILIBERT,1,3278,1908,109,46.3908,16.1508,PHILIBERT (M),1,4.17859,0.436975
PHILIP,1,1463,1957,77,31.6662,-43.2891,PHILIP (M),1,4.0729,0.487395
PHILIPPE,1,538304,1963,26211,25.8958,-42.6637,PHILIPPE (M),1,3.89142,0.344538
PHILIPPINE,2,6756,1994,297,-35.373,-1.93999,PHILIPPINE (F),0,4.10653,0.453782
PHILOMENE,2,13138,1901,549,45.4263,18.7693,PHILOMENE (F),0,3.97489,0.352941
PIA,2,2269,2017,158,13.7257,36.1921,PIA (F),0,4.15934,0.319328
PIERRE,1,890385,1930,16484,47.6599,-6.42547,PIERRE (M),1,4.51374,0.890756
PIERRE-ALAIN,1,1727,1987,86,-27.9557,-36.0708,PIERRE-ALAIN (M),1,3.79322,0.369748
PIERRE-ALEXANDRE,1,3180,1989,157,-31.779,-24.3789,PIERRE-ALEXANDRE (M),1,3.64164,0.361345
PIERRE-ANDRE,1,1248,1987,48,-11.5177,-34.8628,PIERRE-ANDRE (M),1,4.02812,0.521008
PIERRE-ANTOINE,1,4050,1990,197,-31.8257,-24.0678,PIERRE-ANTOINE (M),1,3.72024,0.369748
PIERRE-EMMANUEL,1,3183,1987,143,-13.2466,-37.0703,PIERRE-EMMANUEL (M),1,3.74771,0.378151
PIERRE-FRANCOIS,1,1790,1987,73,-11.9072,-35.2578,PIERRE-FRANCOIS (M),1,3.94302,0.462185
PIERRE-HENRI,1,2243,1987,117,-27.995,-36.0824,PIERRE-HENRI (M),1,3.84024,0.394958
PIERRE-JEAN,1,3377,1987,121,-11.3976,-33.9792,PIERRE-JEAN (M),1,4.08232,0.495798
PIERRE-LOUIS,1,6045,1998,280,-33.703,-7.94349,PIERRE-LOUIS (M),1,3.89755,0.361345
PIERRE-MARIE,1,3745,1986,129,-10.4109,-33.9761,PIERRE-MARIE (M),1,4.23628,0.554622
PIERRE-OLIVIER,1,2192,1976,82,-11.3921,-39.032,PIERRE-OLIVIER (M),1,3.79719,0.411765
PIERRE-YVES,1,9201,1985,312,-2.48871,-37.4842,PIERRE-YVES (M),1,3.94355,0.436975
PIERRETTE,2,81936,1932,2720,48.9178,-18.2895,PIERRETTE (F),0,4.01215,0.478992
PIERRIC,1,1367,1972,45,-4.19585,-34.7947,PIERRIC (M),1,4.09456,0.537815
PIERRICK,1,18529,1989,509,-11.0462,-32.7588,PIERRICK (M),1,4.09989,0.546218
PIERRINE,2,1175,1924,41,51.5125,1.02583,PIERRINE (F),0,4.15591,0.478992
PIERROT,1,2268,1948,57,34.7501,-25.0997,PIERROT (M),1,4.42748,0.781513
PIETRO,1,1430,1962,66,20.5811,-41.9099,PIETRO (M),1,4.31547,0.647059
PILAR,2,1546,1966,55,25.2584,-28.8952,PILAR (F),0,4.3752,0.714286
POL,1,3106,1910,70,35.3295,8.97525,POL (M),1,4.47279,0.739496
PRESCILIA,2,1659,1993,143,-41.989,-14.2472,PRESCILIA (F),0,3.3081,0.226891
PRESCILLA,2,1258,1992,102,-38.8565,-22.7148,PRESCILLA (F),0,3.22253,0.226891
PRESCILLIA,2,5594,1992,411,-38.506,-16.8883,PRESCILLIA (F),0,3.25172,0.210084
PRISCA,2,4318,1988,142,-19.7291,-27.3415,PRISCA (F),0,4.08539,0.411765
PRISCILIA,2,1190,1994,60,-32.9523,-23.3756,PRISCILIA (F),0,3.51779,0.277311
PRISCILLA,2,13468,1985,1061,-38.5452,-30.6028,PRISCILLA (F),0,3.31776,0.218487
PRISCILLE,2,2562,1980,74,-14.1463,-27.4472,PRISCILLE (F),0,3.98715,0.487395
PRISCILLIA,2,7901,1992,557,-37.6976,-23.1554,PRISCILLIA (F),0,3.36185,0.235294
PROSPER,1,6768,1905,230,51.5295,10.5673,PROSPER (M),1,3.96835,0.361345
PRUDENCE,2,1425,1900,38,34.0741,15.8417,PRUDENCE (F),0,4.25209,0.571429
PRUNE,2,2820,2006,192,-30.5135,28.3889,PRUNE (F),0,3.49114,0.302521
QUENTIN,1,127342,1998,7508,-36.8033,-9.6452,QUENTIN (M),1,3.41283,0.260504
QUITTERIE,2,1536,2005,56,-15.7218,-0.262316,QUITTERIE (F),0,3.92358,0.462185
RABAH,1,2896,1971,106,7.42571,-36.8415,RABAH (M),1,4.04151,0.546218
RABIA,2,1844,2005,55,-5.41095,-6.22187,RABIA (F),0,4.12522,0.571429
RACHEL,2,49557,1972,1777,-2.52551,-42.8023,RACHEL (F),0,4.57234,0.815126
RACHELLE,2,5412,2002,87,31.2474,6.56903,RACHELLE (F),0,4.65669,0.991597
RACHID,1,18511,1979,681,1.36511,-39.1905,RACHID (M),1,3.86408,0.394958
RACHIDA,2,6336,1981,251,1.53551,-39.3143,RACHIDA (F),0,3.829,0.361345
RADIA,2,1264,1978,55,-16.4482,-35.52,RADIA (F),0,3.89306,0.462185
RAFAEL,1,18027,2016,1383,-1.1145,45.1366,RAFAEL (M),1,3.32813,0.159664
RAFIK,1,1512,1981,62,-20.1928,-30.6816,RAFIK (M),1,3.83043,0.403361
RAHMA,2,2241,2010,104,2.28097,15.7309,RAHMA (F),0,3.93342,0.487395
RAISSA,2,2259,1991,124,-32.3054,-20.5303,RAISSA (F),0,3.71604,0.386555
RALPH,1,1625,1970,66,6.20919,-45.5718,RALPH (M),1,4.35125,0.697479
RAMI,1,1141,2011,56,-15.4417,8.58698,RAMI (M),1,3.61201,0.319328
RAMON,1,1599,1967,56,25.2554,-28.9001,RAMON (M),1,4.38752,0.680672
RAMZI,1,1900,1982,99,-21.758,-34.7353,RAMZI (M),1,3.6998,0.378151
RANDY,1,1752,1998,109,-40.8602,0.437445,RANDY (M),1,3.50222,0.277311
RANIA,2,6556,2005,414,-32.704,31.7034,RANIA (F),0,3.49573,0.184874
RANYA,2,1334,2010,106,-28.6158,37.5437,RANYA (F),0,3.06226,0.168067
RAOUL,1,30982,1912,898,55.3257,6.30697,RAOUL (M),1,4.10775,0.445378
RAPHAEL,1,137777,2015,5106,-0.88332,13.4666,RAPHAEL (M),1,4.25098,0.428571
RAPHAELE,2,2857,1971,126,4.32197,-46.8391,RAPHAELE (F),0,4.39081,0.722689
RAPHAELLE,2,12019,1986,294,-8.60831,-9.70744,RAPHAELLE (F),0,4.2694,0.495798
RAYAN,1,34959,2010,2136,-18.0201,28.311,RAYAN (M),1,3.08216,0.184874
RAYANE,1,10708,2006,657,-27.2901,19.1636,RAYANE (M),1,3.19421,0.210084
RAYMOND,1,272798,1928,7606,56.5972,-4.34764,RAYMOND (M),1,4.07936,0.512605
RAYMONDE,2,164892,1920,5672,55.7837,-3.48103,RAYMONDE (F),0,3.97557,0.462185
RAYNALD,1,2816,1971,152,11.9405,-48.1203,RAYNALD (M),1,3.90849,0.361345
REBECCA,2,13153,1995,405,-21.5082,-21.472,REBECCA (F),0,4.1238,0.436975
REDA,1,5390,2009,231,-15.6244,6.60554,REDA (M),1,3.74889,0.361345
REDOUANE,1,2526,2004,96,-17.5614,-6.67682,REDOUANE (M),1,3.7891,0.378151
REGINA,2,4915,1925,142,53.6689,4.74594,REGINA (F),0,4.17077,0.521008
REGINE,2,63057,1957,2440,38.2556,-31.2724,REGINE (F),0,4.11111,0.504202
REGIS,1,65573,1968,2238,23.3079,-35.7618,REGIS (M),1,4.29464,0.613445
REINE,2,34091,1922,894,58.3326,-0.0816706,REINE (F),0,4.1238,0.512605
REJANE,2,11454,1951,326,44.518,-21.6388,REJANE (F),0,4.40122,0.739496
REMI,1,90285,1987,2616,-24.4309,-22.7933,REMI (M),1,4.44124,0.798319
REMY,1,74228,1990,1583,-3.84804,-24.8279,REMY (M),1,4.62337,0.941176
RENALD,1,2331,1972,146,-0.864833,-53.185,RENALD (M),1,3.79206,0.361345
RENAN,1,2163,2009,102,-13.7443,-14.1166,RENAN (M),1,3.98129,0.453782
RENATO,1,1120,1967,44,20.0804,-41.7064,RENATO (M),1,4.33628,0.739496
RENAUD,1,24440,1986,1084,-14.1697,-41.1543,RENAUD (M),1,4.08998,0.394958
RENE,1,516334,1920,15033,56.7663,-4.19244,RENE (M),1,4.0798,0.512605
RENEE,2,221790,1920,7411,56.3488,-2.72686,RENEE (F),0,3.98295,0.462185
REYNALD,1,5163,1971,280,10.0201,-48.6704,REYNALD (M),1,3.85881,0.411765
RIAD,1,2669,2009,84,-7.04731,-7.97595,RIAD (M),1,3.88952,0.420168
RICARDO,1,3320,1973,87,-1.51603,-15.7356,RICARDO (M),1,4.40945,0.764706
RICHARD,1,83804,1969,2560,23.9233,-35.4196,RICHARD (M),1,4.34394,0.621849
RIDA,1,1372,1984,42,-18.0914,-24.5509,RIDA (M),1,3.93049,0.470588
RIGOBERT,1,1079,1928,31,50.4035,-3.68334,RIGOBERT (M),1,4.12332,0.563025
RIM,2,1672,2016,94,2.28234,21.0269,RIM (F),0,3.71757,0.369748
RINA,2,1379,1928,55,45.3587,-14.3992,RINA (F),0,4.24679,0.638655
RITA,2,7521,1961,183,33.0229,-26.6802,RITA (F),0,4.56379,0.87395
RIYAD,1,2612,2016,175,-9.18089,27.2335,RIYAD (M),1,3.28965,0.218487
ROBERT,1,419100,1926,11583,56.3081,-5.87979,ROBERT (M),1,4.13697,0.537815
ROBERTE,2,11007,1932,318,50.2988,-16.4454,ROBERTE (F),0,4.08335,0.512605
ROBERTO,1,3710,1963,144,12.8433,-42.644,ROBERTO (M),1,4.18666,0.588235
ROBIN,1,48117,2013,2028,-18.5007,7.4032,ROBIN (M),1,3.62753,0.285714
ROBINSON,1,1268,2005,70,-26.1965,17.6892,ROBINSON (M),1,3.39754,0.260504
ROCH,1,2809,1928,52,42.0715,0.15347,ROCH (M),1,4.62721,0.991597
RODOLPHE,1,23384,1973,1046,2.85447,-46.6497,RODOLPHE (M),1,4.34527,0.705882
RODRIGUE,1,7903,1981,306,-7.09837,-42.4801,RODRIGUE (M),1,3.94996,0.436975
ROGER,1,423663,1925,13542,55.4738,-6.06743,ROGER (M),1,4.0464,0.495798
ROHAN,1,1144,2006,88,-28.7523,32.1871,ROHAN (M),1,3.24823,0.210084
ROLAND,1,132413,1947,3726,50.3789,-18.7449,ROLAND (M),1,4.18232,0.571429
ROLANDE,2,39936,1930,1421,55.0229,-7.97399,ROLANDE (F),0,4.0239,0.495798
ROLLAND,1,8945,1947,234,51.7131,-15.8182,ROLLAND (M),1,4.19078,0.571429
ROLLANDE,2,2060,1920,76,54.5734,-6.01367,ROLLANDE (F),0,4.02683,0.487395
ROMAIN,1,191486,1987,9631,-30.0114,-24.9973,ROMAIN (M),1,3.80653,0.319328
ROMAINE,2,1738,1908,48,46.7417,1.53149,ROMAINE (F),0,4.26603,0.613445
ROMAN,1,8408,2004,415,-26.712,13.9921,ROMAN (M),1,3.87794,0.310924
ROMANE,2,54195,2007,3199,-26.7499,19.3773,ROMANE (F),0,3.21232,0.210084
ROMARIC,1,4954,1988,175,-19.6252,-26.4007,ROMARIC (M),1,3.72503,0.378151
ROMEO,1,9179,2013,555,-1.73033,34.0821,ROMEO (M),1,3.85326,0.252101
ROMUALD,1,19910,1973,955,-8.4166,-48.6118,ROMUALD (M),1,3.87308,0.336134
ROMY,2,8471,2017,1105,22.1356,47.1089,ROMY (F),0,3.21489,0.109244
RONALD,1,3533,1981,116,13.9799,-34.038,RONALD (M),1,4.2634,0.613445
RONAN,1,15911,1979,424,-13.6559,-27.5023,RONAN (M),1,4.08897,0.521008
RONY,1,1504,1972,68,-3.36718,-46.1929,RONY (M),1,3.98144,0.470588
ROSA,2,17518,1901,468,45.4278,8.49537,ROSA (F),0,4.28368,0.563025
ROSAIRE,1,1518,1954,36,42.7288,-21.4954,ROSAIRE (M),1,4.25919,0.638655
ROSALIE,2,21101,1903,740,44.9342,18.093,ROSALIE (F),0,4.14049,0.453782
ROSE,2,97375,2017,2506,37.9162,8.40943,ROSE (F),0,4.37397,0.680672
ROSE-MARIE,2,10695,1953,441,35.3984,-35.9152,ROSE-MARIE (F),0,4.15008,0.470588
ROSELINE,2,18541,1950,696,39.9157,-31.0593,ROSELINE (F),0,4.19366,0.512605
ROSELYNE,2,23945,1953,1036,37.3722,-35.9304,ROSELYNE (F),0,3.88792,0.403361
ROSEMONDE,2,2224,1951,71,44.9506,-23.9715,ROSEMONDE (F),0,4.20299,0.596639
ROSETTE,2,5823,1934,169,49.3159,-18.7024,ROSETTE (F),0,4.13836,0.546218
ROSIE,2,1482,2016,114,-0.819935,42.556,ROSIE (F),0,3.38767,0.151261
ROSINE,2,9171,1949,233,45.1501,-3.43109,ROSINE (F),0,4.43975,0.722689
ROSITA,2,2352,1963,72,26.8656,-34.368,ROSITA (F),0,4.34822,0.747899
ROSY,2,1037,2007,52,7.38875,15.9204,ROSY (F),0,4.08849,0.529412
ROXANE,2,18652,2016,714,-11.8771,1.76875,ROXANE (F),0,3.93128,0.403361
ROXANNE,2,3325,1993,159,-26.8205,-3.44626,ROXANNE (F),0,3.64092,0.302521
ROZENN,2,4466,1973,172,-3.26685,-47.1962,ROZENN (F),0,4.0679,0.512605
RUBEN,1,13936,2013,1041,-6.852,36.0288,RUBEN (M),1,3.38984,0.218487
RUDDY,1,3307,1981,133,-7.15954,-40.8722,RUDDY (M),1,3.89571,0.420168
RUDY,1,20208,1980,1051,-22.4587,-37.2451,RUDY (M),1,3.87786,0.411765
RUI,1,1793,1972,153,0.384663,-56.1831,RUI (M),1,3.28901,0.176471
RUTH,2,2783,2001,50,17.4586,-14.8743,RUTH (F),0,4.68552,0.991597
RYAD,1,3925,2010,198,-22.612,18.5754,RYAD (M),1,3.47752,0.310924
RYAN,1,17902,2002,1201,-34.5542,18.2103,RYAN (M),1,3.17179,0.193277
RYM,2,1088,2012,76,2.90746,28.3222,RYM (F),0,3.45734,0.302521
SAAD,1,1967,2017,118,4.42889,27.8792,SAAD (M),1,3.77342,0.369748
SABAH,2,3184,1980,140,-11.5858,-43.2827,SABAH (F),0,3.87304,0.470588
SABINE,2,63998,1971,3681,11.6495,-48.9803,SABINE (F),0,3.8918,0.310924
SABRI,1,4745,2001,226,-26.5347,4.46003,SABRI (M),1,3.70867,0.369748
SABRINA,2,95457,1981,7358,-22.5926,-40.4061,SABRINA (F),0,3.44373,0.260504
SABRINE,2,2410,1995,86,-18.4229,-5.03119,SABRINE (F),0,3.84444,0.436975
SACHA,1,45580,2013,3175,-6.86516,38.9344,SACHA (M),1,3.26621,0.210084
SACHA,2,3131,2009,192,-30.2987,15.4116,SACHA (F),0,3.33488,0.252101
SADIA,2,1845,1970,60,9.28162,-36.6201,SADIA (F),0,4.11743,0.621849
SAFA,2,3380,2015,241,-4.34514,38.8222,SAFA (F),0,3.21655,0.235294
SAFAA,2,1023,2009,65,-6.86072,30.6611,SAFAA (F),0,3.34207,0.285714
SAFIA,2,6074,2012,226,-7.62297,4.55908,SAFIA (F),0,3.92418,0.453782
SAFIYA,2,2409,2017,303,17.4971,50.1112,SAFIYA (F),0,2.82587,0.12605
SAHRA,2,2359,1997,161,-40.7893,-3.52106,SAHRA (F),0,3.6888,0.327731
SAID,1,12158,1975,330,3.37922,-34.4776,SAID (M),1,4.19459,0.579832
SAIDA,2,3701,1984,151,-11.5203,-42.5724,SAIDA (F),0,3.91539,0.478992
SAINT,1,1430,1911,48,50.062,2.27794,SAINT (M),1,3.91225,0.462185
